"","Dates","B_Value","B_Neutral_PB","B_Growth","B_Winner","B_Neutral_MOM","B_Loser","S_Value","S_Neutral_PB","S_Growth","S_Winner","S_Neutral_MOM","S_Loser"
"1080",2005-02-08,1.15458390970223,0.579409793180741,0.935160974186836,1.7153744340153,0.641761921803214,0.412918334087109,-0.915032307276671,-0.891893908680836,-0.906429638604334,-0.914731529123008,-0.887726634180169,-0.923395349110414
"1081",2005-02-09,1.15452687289401,0.580316680334653,0.933636271252778,1.7170738556822,0.641470859713751,0.411071925822758,-0.914849220179173,-0.89161235105272,-0.906330921265276,-0.914510250251398,-0.887472367699563,-0.923321355252012
"1082",2005-02-10,1.15447035457292,0.58119915656078,0.932150979181649,1.71872699604708,0.641186925588688,0.409273858225088,-0.914670180253839,-0.891337457199047,-0.906234033456998,-0.914294025995988,-0.887224048833333,-0.923248524437002
"1083",2005-02-11,1.1544143726159,0.582058191850204,0.930703593631113,1.72033571448236,0.64090986293361,0.407522261885568,-0.914495060024444,-0.891068996955477,-0.906138933803881,-0.914082689627438,-0.886981475176462,-0.923176841811063
"1084",2005-02-14,1.15435894204702,0.582894705600152,0.929292685645445,1.72190177236209,0.640639427298008,0.405815362334452,-0.914323736999808,-0.8908067504347,-0.906045581525206,-0.913876081410003,-0.886744453187899,-0.923106291729559
"1085",2005-02-15,1.15430407533919,0.58370956986248,0.92791689700512,1.72342683941679,0.640375385584327,0.404151474103473,-0.914156093456398,-0.890550507473216,-0.905953936493417,-0.913674048257566,-0.886512797725914,-0.923036857904865
"1086",2005-02-16,1.15424978268423,0.584503612345616,0.926574935915459,1.72491249960136,0.640117515403417,0.402528995227563,-0.913992016229909,-0.890300067112283,-0.905863959280892,-0.913476443408086,-0.886286331611058,-0.922968523535417
"1087",2005-02-17,1.1541960722349,0.585277619191441,0.925265573005905,1.72636025651904,0.639865604472863,0.400946402148282,-0.91383139651567,-0.890055237110727,-0.90577561119683,-0.913283126115493,-0.886064885214988,-0.922901271418721
"1088",2005-02-18,1.15414295032188,0.586032337546537,0.923987637614224,1.72777153843979,0.639619450054948,0.399402244985198,-0.9136741296777,-0.889815833487451,-0.905688854315631,-0.913093961358119,-0.885848296073478,-0.9228350840502
"1089",2005-02-21,1.15409042164848,0.586768477945297,0.922740014332287,1.72914770294825,0.639378858431266,0.397895143144674,-0.913520115066165,-0.889581680091646,-0.905603651497983,-0.912908819562776,-0.885636408522095,-0.922769943709585
"1090",2005-02-22,1.15403848946543,0.58748671652074,0.921521639792268,1.73049004125243,0.639143644411291,0.396423781238346,-0.913369255842994,-0.889352608198829,-0.90551996640568,-0.912727576343612,-0.885429073353081,-0.922705832536312
"1091",2005-02-23,1.15398715572794,0.588187697057353,0.920331499673997,1.7317997821819,0.638913630872381,0.394986905286181,-0.913221458815381,-0.889128456131004,-0.905437763511087,-0.912550112254949,-0.885226147492094,-0.922642732595236
"1092",2005-02-24,1.15393642123681,0.588872032898958,0.919168625915986,1.73307809590092,0.638688648328929,0.393583319181269,-0.913076634276876,-0.888909068899321,-0.905357008102024,-0.912376312557321,-0.885027493693543,-0.922580625933782
"1093",2005-02-25,1.15388628576536,0.589540308723388,0.918032094114145,1.73432609736016,0.638468534528574,0.392211881395575,-0.912934695855803,-0.888694297867755,-0.905277666282761,-0.912206066995973,-0.884832980253354,-0.922519494631555
"1094",2005-02-28,1.15346924296292,0.590514097207879,0.916893938585005,1.73574382378457,0.638315282142342,0.390639864385408,-0.912796170207166,-0.888408735454239,-0.905263455125209,-0.912018773081592,-0.884542495845754,-0.922546619354168
"1095",2005-03-01,1.15306097517581,0.591465335943181,0.915781130753913,1.73712817071262,0.638165119807077,0.389103406982504,-0.912660226985118,-0.888129119716924,-0.905248999699435,-0.911835172840822,-0.884258072644639,-0.922572547488163
"1096",2005-03-02,1.15266121089196,0.592394797317025,0.914692835597901,1.73848029957747,0.638017956787846,0.387601318942634,-0.912526798328376,-0.887855268898475,-0.905234327252765,-0.911655160944192,-0.883979524951502,-0.922597338739523
"1097",2005-03-03,1.15226968956661,0.593303218923109,0.913628254265609,1.73980131870566,0.637873705780057,0.386132462431403,-0.912395818537,-0.887587008475413,-0.905219462983976,-0.911478635885539,-0.883706674480022,-0.922621049310499
